,Sentiment,tokenized
769,0,"['ملک', 'سے', 'لسانیت', 'اور', 'عصبیت', 'کے', 'خاتمے', 'کے', 'لیے', 'ضروری', 'ہے', 'کہ', 'نئے', 'صوبوں', 'کی', 'تقسیم', 'نسل', 'یا', 'لسان', 'کی', 'بنیاد', 'پر', 'نہ', 'بلکہ', 'اسے', 'انتظامی', 'بنیادوں', 'پر', 'تقسیم', 'کیاجائے']"
770,1,"['ہاشم', 'ویلفیئر', 'سوسائٹی', 'رجسٹرڈ', 'پنڈی', 'ہاشم', 'کی', 'ایدھی', 'سنٹر', 'کراچی', 'میں', 'ڈکیتی', 'کی', 'دلیرانہ']"
771,1,"['حکومت', 'سیاسی', 'قائدین', 'کوتحفظ', 'دینے', 'میں', 'ناکام', 'ہوچکی', 'ہے', 'شیریں', 'مزاری']"
772,0,"['فلمی', 'ستارے', 'تو', 'ان', 'علماے', 'کرام', 'کی', 'دینی', 'خدمات', 'اور', 'شخصیت', 'سے', 'متاثر', 'ہو', 'کر', 'از', 'خود', 'کھنچے', 'چلے', 'آتے', 'ہیں']"
773,0,"['قائد', 'انقلاب', 'ڈاکٹر', 'محمد', 'طاہر', 'القادری', 'نے', 'محاذ', 'بدلا', 'ہے', 'منزل', 'نہیں']"
774,1,"['میرا', 'ررلٹ', 'دیکھ', 'کر', 'میرے', 'ابو', 'نےصرف', 'اتنا', 'ہی', 'کہافرازبگ', 'بوس', 'چاہتے', 'ہیں', 'کہ', 'آپ', 'اس', 'گھرسے', 'ابھی', 'اور', 'اسی', 'وقت', 'دفعہہوجائیں']"
775,0,"['پنج', 'پیر', 'اجتماع', 'براہ', 'راست', 'دیکھنے', 'کیلے', 'اور', 'تصویری', 'جھلکیوں', 'کیلے', 'فیس', 'بک', 'کاوزٹ', 'کریں']"
776,1,"['بنگلہ', 'دیش', 'کی', 'بڑی', 'سیاسی', 'پارٹی', 'جماعت', 'اسلامی', 'کے', 'سابق', 'سربراہ', 'غلام', 'اعظم', 'انتقال', 'کر', 'گئے', 'ہیں']"
777,0,"['کیا', 'کسی', 'نے', 'اس', 'بات', 'پر', 'توجہ', 'دی', 'کہ', 'ذی', 'الحج', 'کا', 'مھینہ', 'کتنے', 'دن', 'کا', 'تھا', 'پاکستان', 'میں', 'امید', 'ھے', 'کسی', 'نے', 'تکلیف', 'نھیں', 'کی', 'ھوگی']"
778,1,"['اوئے', 'ے', 'ے', 'ے', 'ڈڈو', 'پھر', 'آ', 'گیا', 'تو', 'ھمارے', 'گھر', 'لڑائی', 'پڑوانے']"
779,0,"['شیری', 'مزاری', 'نے', 'پاکستان', 'میں', 'تیل', 'کی', 'کھداٴں', 'ی', 'سے', 'پہلے', 'ناگن', 'ڈانس', 'کیا', 'کریں', 'گی', 'چندے', 'سے', 'انقلاب']"
780,1,"['=', 'اسلام', 'آباد', 'مشرف', 'کیخلافغداری', 'کیس', 'کی', 'سماعت', 'بغیرکارروای', 'اکتوبرتک', 'ملتوی', 'کردی', 'گئ']"
781,0,"['وھ', 'تہی', 'دست', 'بھی', 'کیا', 'خوب', 'کہانی', 'گر', 'تھاباتوں', 'باتوں', 'میں', 'مجھے', 'چاند', 'بھی', 'لا', 'دیتا', 'تھا']"
782,1,"['خیبر', 'ایجنسیباڑہ', 'سپاہ', 'میں', 'شدت', 'پسندوں', 'کے', 'ٹھکانوں', 'پر', 'ہیلی', 'کاپٹرز', 'کی', 'شیلنگ']"
783,0,"['بریکنگ', 'نیوز', 'ٹویٹر', 'پر', 'زیادہ', 'جلن', 'کے', 'بعد', 'جیالے', 'پٹواریوں', 'کا', 'غیر', 'آئینی', 'قبضہ', 'رایوینڈ', 'اور', 'بلاول', 'ہاؤس', 'میں', 'مٹھائیاں', 'تقسیم']"
784,0,"['چلو', 'مہاجر', 'چلتے', 'رہو', 'اب', 'دکھہ', 'ہو', 'ں', 'ختم', 'اب', 'پھلتے', 'رہو', 'اب', 'کلیم', 'الطافی']"
785,0,"['ڈاکٹر', 'طاہر', 'القادری', 'کی', 'جانب', 'سے', 'دھرنا', 'اچانک', 'ختم', 'کرنے', 'کا', 'اعلان', 'کیوں', 'کیا', 'گیا', 'اندرکی', 'کہانیتفصیل', 'لنک', 'میں']"
786,0,"['پھر', 'پٹواری', 'پوچھتے', 'ہیں', 'کہ', 'دھرنوں', 'کا', 'عوام', 'کو', 'کیا', 'فائدہ', 'پہنچ', 'رہا', 'ہے']"
787,0,"['دہشتگردی', 'میں', 'جاں', 'بحق', 'گریڈ', 'کیلیے', 'لاکھ', 'گریڈ', 'کو', 'لاکھ', 'روپے', 'امداد', 'ملے', 'گی', 'وزیر', 'اعظم', 'میاں', 'محمد', 'نواز', 'شریف']"
788,1,"['ہر', 'ویلے', 'انکار', 'بچپن', 'دے', 'اساں', 'یار', 'اے', 'گللاں', 'چنگیاں', 'تے', 'نہیں', 'تمام', 'ہندکو', 'یا', 'پوٹھوہاری', 'سمجھنے', 'والوں', 'کے', 'لیے', 'خاص']"
789,1,"['ویسے', 'تو', 'زندگی', 'موت', 'اللہ', 'کے', 'ہاتھ', 'میں', 'ہے', 'لیکن', 'بلٹ', 'پروف', 'گاڑی', 'کو', 'داد', 'نہ', 'دینا', 'بہی', 'زیادتی', 'ہوگیآج', 'یہودیوں', 'کی', 'بنائی', 'ہوئی']"
790,1,"['بے', 'شرم', 'لوگ', 'ان', 'کے', 'نام', 'کون', 'رکھتا', 'ہے']"
791,1,"['ہاں', 'اج', 'کچھ', 'پرابلم', 'ہے', 'ٹیوٹر', 'میں', 'ٹھیک', 'سے', 'اپڈیٹ', 'نہیں', 'ھورہاٹیوٹر', 'کچھ', 'کرو']"
792,1,"['آج', 'کوئٹہ', 'میں', 'جمہوریت', 'کی', 'گاڑی', 'پر', 'حملہ', 'ہو', 'گیا', 'گاڑی', 'بلٹ', 'پروف', 'تھی', 'جس', 'کی', 'وجہ', 'سے', 'جمہوریت', 'بچ', 'گئی']"
793,1,"['حکمران', 'سے', 'اچھائی', 'کی', 'توقع', 'بے', 'سود', 'جو', 'اپنوں', 'کو', 'نواز', 'تے', 'رہیں', 'گے', 'اور', 'غریب', 'عوام', 'جائے', 'بھاڑ', 'میں', 'ان', 'کی', 'بلا', 'سے']"
794,0,"['اللہ', 'رب', 'العزت', 'کا', 'ذکر', 'کیجیے', 'اور', 'سکون', 'قلب', 'حاصل', 'کیجیے', 'سبحان', 'اللہ', 'الحمد', 'للہ', 'اللہ', 'أکبرلاالہ', 'الا', 'اللہ', 'لاحول', 'ولاقوۃ', 'الا', 'باللہ']"
795,0,"['سیکیورٹی', 'خدشہعمران', 'خان', 'کے', 'کنٹینر', 'کے', 'پیچھے', 'کنٹینر', 'رکھ', 'دیئے']"
796,0,"['تے', 'چاچے', 'قادری', 'نوں', 'ایویں', 'ای', 'چھڈ', 'دینا', 'اے']"
797,0,"['انقلاب', 'میں', 'پھٹے', 'ہوئے', 'نوٹ', 'بھی', 'بطور', 'چندہ', 'چل', 'جائیں', 'گے', 'چندے', 'سے', 'انقلاب']"
798,1,"['خواجہ', 'سرا', 'آصف', 'شرم', 'کرو']"
799,1,"['قادری', 'اور', 'عمران', 'کا', 'دھرنا', 'چٹخارے', 'دار', 'چاٹ', 'مصالحہ', 'مکس']"
800,1,"['بات', 'بات', 'پر', 'قسمیں', 'کھا', 'کر', 'جھوٹ', 'بولنے', 'والا', 'حوس', 'اقتدار', 'کا', 'مارا', 'ہوا', 'لیڈر']"
801,1,"['پاکستانی', 'کرکٹ', 'ٹیم', 'نے', 'آج', 'آسٹریلیا', 'کے', 'ساتھ', 'وہ', 'کیا', 'ہے', 'جو', 'آفریدی', 'سو', 'میچوں', 'کے', 'بعد', 'کسی', 'ایک', 'میچ', 'میں', 'کرتا', 'ہے']"
802,0,"['چندے', 'سے', 'انقلاب', 'لانے', 'والی', 'سوچ', 'کو', 'سات', 'توپوں', 'کی', 'سلامی']"
803,1,"['عابدشرلی', 'وہ', 'شرلی', 'ہے', 'جو', 'دھماکہ', 'کم', 'کرتی', 'ہے', 'بدبو', 'زیادہ', 'پھیلاتی', 'ہے']"
804,0,"['لاہور', 'دھرنوں', 'اورجلسوں', 'نے', 'قوم', 'میں', 'آگاہی', 'اور', 'شعور', 'پیدا', 'کیاچودھری', 'پرویز', 'الہی']"
805,0,"['علاقے', 'کی', 'ہر', 'دل', 'عزیز', 'معروف', 'شخصیت']"
806,0,"['گہرے', 'ہلکے', 'ہلکے', 'گہرے', 'چھاے', 'شام', 'کے', 'ساے', 'دھیرے', 'دھیرے', 'ہولے', 'ہولے', 'دل', 'کی', 'دھڑکن', 'گاے', 'پروا', 'سنگ', 'سنگ', 'گونجے', 'بن', 'بن', 'کوئل']"
807,0,"['کچھ', 'ایسی', 'بات', 'محرم', 'کا', 'چاند', 'کہتا', 'ہے', 'کہ', 'سال', 'بھر', 'مرا', 'دل', 'کربلا', 'میں', 'رہتا', 'ہے']"
808,1,"['جو', 'درد', 'دل', 'لوگ', 'اور', 'دھرنے', 'میں', 'شامل', 'ھونے', 'کی', 'تمنا', 'رکھنے', 'والے', 'دوست', 'دھرنے', 'ختم', 'ھونے', 'پر', 'افسرد', 'ہ', 'ھیں', 'اور', 'اپنی', 'بساط', 'کے']"
809,0,"['پاکستان', 'مسلم', 'لیگ', 'ن', 'روشن', 'پاکستان', 'کا', 'نشان']"
810,1,"['حالات', 'کے', 'مطابق', 'فیصلے', 'لینا', 'پڑتے', 'ہیں', 'عوامی', 'تحریک', 'سرمایا', 'داروں', 'کی', 'جماعت', 'نہیں', 'کے', 'صرف', 'اپنی', 'انا', 'کی', 'خاطر', 'اتنے', 'ریسورسز']"
811,0,"['منوں', 'ڈیزل', 'تھوڑا', 'پوا', 'دے', 'نچاں', 'میں', 'ساری', 'رات', 'میری', 'ٹنکی', 'فل', 'کرا', 'دے', 'نچاں', 'میں', 'ساری', 'رات']"
812,0,"['بسم', 'اللہ', 'الرحمن', 'الرحیم', 'السلام', 'علیکم', 'آج', 'جمعہ', 'مبارک', 'ہے', '=', 'ذوالحج', '=', 'اکتوبر', '=', 'کاتک', '=', 'مطیع', 'اللہ', 'راشد']"
813,0,"['خوبصورت', 'نظم', 'تمہیں', 'یاروں', 'مبارک', 'ہو', 'عمرابن', 'خطاب', 'آیا', 'خدا', 'سے', 'میں', 'نے', 'مانگا', 'تھا', 'دعاؤں', 'کا', 'جواب', 'آیا', 'سیدنا', 'عمر', 'فاروق', 'رضی', 'اللہ', 'تعالی', 'عنہ']"
814,1,"['اب', 'پانی', 'سر', 'سے', 'اونچا', 'ہوچکا', 'ہے', 'اب', 'بات', 'ناقابل', 'واپسی', 'تک', 'جا', 'پہنچی', 'ہے', 'فاروق', 'ستار']"
815,0,"['سندھ', 'میں', 'پیپلز', 'پارٹی', 'کی', 'شان', 'دار', 'کارکردگی', 'کب', 'ہمیں', 'زندہ', 'لوگوں', 'کا', 'احساس', 'ہو', 'گا']"
816,0,"['آج', 'آپکو', 'یہ', 'راز', 'بھی', 'بتائے', 'دیتی', 'ھوں', 'ڈیچوک', 'میں', 'ایک', 'انقلابی', 'بابا', 'جن', 'والے', 'بھی', 'موجود', 'تھے', 'اور', 'ہمارا', 'میڈیا', 'لاعلم', 'ہی', 'رہااس', 'ڈرامہ', 'سے']"
817,1,"['خورشید', 'شاہ', 'کے', 'توہین', 'رسالت', 'و', 'توہین', 'صحابہ', 'کا', 'مرتکب', 'ہونے', 'پر', 'تھانہ', 'سکھیکی', 'منڈی', 'ضلع', 'حافظ', 'آبادمیں', 'درخواست', 'جمع']"
818,0,"['ویسے', 'مشن', 'تو', 'دونوں', 'کا', 'ایک', 'ہی', 'ہے', 'مینوں', 'نوٹ', 'ویکھا', 'میرا', 'موڈ', 'بنے', 'کھان', 'قادری']"
819,1,"['ڈاکٹر', 'طاہر', 'القادری', 'کا', 'دھرنے', 'کیلیے', 'فنڈز', 'جمع', 'کرنے', 'کیلیے', 'بیرون', 'ملک', 'جانے', 'کا', 'فیصلہ', 'اور', 'عمران', 'خان', 'کی', 'بھی', 'دھرنے', 'کیلیے', 'عوام', 'سے', 'فنڈ', 'دینے', 'کی', 'اپیل']"
820,0,"['خدمت', 'کے', 'جذبہ', 'کے', 'ساتھمل', 'کر', 'کام', 'کریں', 'گے', 'انشاء', 'اللہ', 'آج', 'بھی', 'ہمارا', 'ہے', 'اور', 'کل', 'بھیہمارا', 'ہے', 'انشاء', 'اللہ']"
821,0,"['مجھے', 'کر', 'عطا', 'اے', 'میرے', 'اللہ', 'تو', 'بہت', 'بندہ', 'نواز', 'ہے', 'میری', 'ہر', 'صبح', 'محتاج', 'ہے', 'تیری', 'رحمتوں', 'کے', 'نزول', 'کی', 'دعاء', 'پینڈو']"
822,0,"['آفریدی', 'کی', 'زیر', 'قیادت', 'آئی', 'ڈی', 'پیز', 'پاک', 'فوج', 'کے', 'درمیان', 'نمائشی', 'میچ', 'جاری', 'ہے']"
823,0,"['پاکستان', 'سکور', 'ایک', 'وکٹ', 'کے', 'نقصان', 'پر', 'پاکستان', 'کو', 'رنز', 'کی', 'مجموعی', 'برتریاحمد', 'شہزاد', 'اوریونس', 'خان', 'پر', 'ناٹ', 'آؤٹ']"
824,1,"['درست', 'کہا', 'غصہ', 'ہوش', 'گنوا', 'دیتا', 'ہے']"
825,0,"['قومی', 'اسمبلی', 'دوہری', 'شہریت', 'والوں', 'کو', 'الیکشن', 'لڑنے', 'کی', 'اجازت', 'کا', 'بل', 'پیش', 'جنوبی', 'پنجاب', 'کو', 'الگ', 'صوبہ', 'بنانے', 'کا', 'مسترد']"
826,1,"['سندھ', 'کے', 'بعد', 'ایم', 'کیو', 'ایم', 'آزاد', 'کشمیر', 'حکومت', 'سے', 'بھی', 'الگ', 'ہو', 'گئیوقت', 'آ', 'گیا', 'ہے', 'کہ', 'ایم', 'کیو', 'ایم', 'برطانوی', 'حکومت', 'سے', 'بھی', 'الگ', 'ہونے', 'کا', 'اعلان', 'کردے']"
827,1,"['لاہور', 'میٹرو', 'بس', 'میں', 'آمدن', 'کروڑ', 'روپے', 'اخراجات', 'ارب', 'کروڑ', 'روپے', 'نقصان', 'ارب', 'کروڑ', 'روپے', 'حکومتی', 'اعدادوشمار']"
828,0,"['اپنے', 'آپ', 'کو', 'سزا', 'ملے', 'تب', 'احساس', 'ھوتا', 'ھے', 'اب', 'بھی', 'وقت', 'ھے', 'مبشر', 'اپنے', 'گناھوں', 'کی', 'قوم', 'سے', 'اور', 'اللہ', 'سے', 'معافی', 'مانگے']"
829,1,"['افسوس', 'ہمارا', 'معاشرھ', 'اسی', 'بحث', 'میں', 'الجھا', 'ھے', 'ویسے', 'بتادوں', 'کہ', 'کوئی', 'ایڈوانٹیج', 'نہیں', 'تھا', 'خاتون', 'ھونے', 'کا']"
830,0,"['پشاور', 'پولیو', 'مہم', 'لاکھ', 'سے', 'زائد', 'بچوں', 'کو', 'پولیو', 'قطرے', 'پلائے', 'گئے', 'پشاورپشاور', 'میں', 'پولیو', 'مہم']"
831,0,"['چندہ', 'دو', 'تبدیلی', 'لاؤں', 'چندہ', 'دو', 'تبدیلی', 'لاؤں', 'چندے', 'سے', 'انقلاب']"
832,0,"['سات', 'سمندر', 'پار', 'میں', 'تیرے', 'پیچھے', 'پیچھے', 'آگیا']"
833,0,"['آپ', 'کو', 'نہیں', 'پتا', 'تازہ', 'ترین', 'قرآنی', 'تحقیق', 'سے', 'پتہ', 'چلا', 'ہے', 'کہ', 'اللہ', 'مخلوق', 'نہیں', 'خالق', 'ہے', 'اس', 'کا', 'وجود', 'اسے', 'اس', 'کے', 'تخت', 'پر']"
834,0,"['لاہور', 'ایبولا', 'وائرس', 'سے', 'نمٹنے', 'کے', 'لئے', 'پنجاب', 'میں', 'تیاریاں', 'شروع']"
835,0,"['دو', 'امریکی', 'ڈانسرز', 'کا', 'بلند', 'عمارت', 'سے', 'لٹک', 'کر', 'رقص']"
836,1,"['دو', 'عہدوں', 'کا', 'معاملہمعین', 'خان', 'اور', 'پی', 'سی', 'بی', 'کے', 'درمیان', 'سرد', 'جنگ']"
837,0,"['بسم', 'اللہ', 'الرحمن', 'الرحیم', 'السلام', 'علیکمآج', 'بدھ', 'ہے', '=', 'ذوالحج', '=', 'اکتوبر', '=', 'کاتک', '=', 'مطیع', 'اللہ', 'راشد']"
838,1,"['مٹھی', 'میں', 'غذائی', 'قلت', 'سے', 'بچے', 'جاں', 'بحق', 'ہو', 'گئے', 'مزید', 'پڑھئے']"
839,0,"['ٹہیک', 'ہے', 'آپ', 'ناچیں']"
840,1,"['سرزمین', 'شام', 'وہ', 'ولولے', 'آج', 'ابن', 'قاسم', 'کے', 'کیا', 'فسانوں', 'میں', 'کھوگے', 'ھیں', 'نبی', 'ﷺ', 'کی', 'امت', 'کے', 'تن', 'سے', 'رستا', 'ہوا', 'یہ', 'خون', 'تم', 'سے', 'پوچھتا', 'ہے']"
841,1,"['لاہورضلعی', 'انتظامیہ', 'کا', 'رنگ', 'روڈ', 'بادامی', 'باغ', 'کے', 'قریب', 'چھاپا', 'فروخت', 'ہونیوالےگوشت', 'میں', 'مردہ', 'گھوڑے', 'اورگدھے', 'کا', 'گوشت', 'بھی', 'شامل']"
842,0,"['بعض', 'دفعہ', 'اللہ', 'کی', 'طرف', 'سے', 'کسی', 'شخص', 'کا', 'پیغام', 'بول', 'یا', 'ٹویٹ', 'آپ', 'کے', 'اندرونی', 'تذبذب', 'کو', 'رفع', 'کر', 'دیتا', 'ہے', 'عین', 'اسوقت', 'جب', 'آپ', 'اس', 'خلجان', 'میں', 'مبتلا', 'ہوتے', 'ہیں']"
843,1,"['میرپورخاص', 'سیال', 'کالونی', 'میں', 'معمولی', 'تنازع', 'پر', 'فائرنگ', 'نوجوان', 'امتیاز', 'ناریجو', 'جانبحق', 'ہوگیا']"
844,1,"['کتے', 'ہماری', 'خواہشیں', 'گلی', 'میں', 'پھر', 'نے', 'والے', 'کتوں', 'کی', 'طرح', 'ہیں', 'کہ', 'جن', 'سے', 'ڈر', 'کر', 'بھاگو', 'تو', 'پیچھے', 'پڑ', 'جاتے', 'ہیں', 'بھونک', 'بھونک']"
845,1,"['ذہنی', 'غلام', 'اور', 'کسے', 'کہتے', 'ہیں']"
846,0,"['آقا', 'علیہ', 'السلام', 'کا', 'مکہ', 'میں', 'رہ', 'کر', 'دعوت', 'دینا', 'بھی', 'حکمت', 'عملی', 'تھی', 'اور', 'مدینہ', 'کی', 'طرف', 'ہجرت', 'کر', 'جانا', 'بھی']"
847,1,"['کشمیری', 'برسوں', 'سے', 'بھارتی', 'فوج', 'کے', 'مظالم', 'برداشت', 'کررہے', 'ہیں', 'لیکن', 'انکے', 'جذبہ', 'حریت', 'میں', 'کمزوری', 'نہیں', 'آئی', 'حافظ', 'محمد', 'سعید']"
848,0,"['ان', 'اللہ', 'مع', 'الصابرین', 'گیدڑ', 'کی', 'سال', 'کی', 'زندگی', 'سے', 'شیر', 'کی', 'دن', 'کی', 'زندگی', 'بہتر', 'ہے']"
849,1,"['پیپلز', 'پارٹی', 'اپنے', 'رویے', 'کے', 'باعث', 'ایک', 'صوبے', 'کی', 'جماعت', 'بن', 'گئی', 'ہے', 'فاروق', 'ستار']"
850,1,"['سعودیہ', 'عرب', 'میں', 'ٹریفک', 'حادثہ', 'پاکستانی', 'جاں', 'بحق', 'ہوگئے']"
851,1,"['مزیدار', 'کھانا', 'کھانے', 'کے', 'بعد', 'اس', 'نے', 'بل', 'منگوایا', 'پیسے', 'نکالنے', 'کیلئے', 'جیب', 'میں', 'ہاتھ', 'ڈالا', 'بٹوا', 'نہ', 'پا', 'کر', 'نادیدہ', 'خوف', 'سے', 'اس']"
852,0,"['عمران', 'خان', 'ان', 'لوگوں', 'کو', 'سیاست', 'میں', 'لے', 'آئے', 'ہیں', 'جن', 'کیلئے', 'سیاست', 'ایک', 'گالی', 'تھی', 'عمران', 'خان', 'کی', 'پنجاب', 'میں', 'مقبولیت', 'بہت', 'بڑھی']"
853,1,"['جنگی', 'ساز', 'و', 'سامان', 'پر', 'قبضے', 'کی', 'ویڈیو', 'کی', 'تحقیقات', 'امریکہ', 'کے', 'محکمۂ', 'دفاع', 'نے', 'کہا', 'ہے', 'کہ', 'وہ', 'دولت', 'اسل']"
854,0,"['وزیر', 'اعظم', 'کے', 'استعفی', 'تک', 'دھرنا', 'ختم', 'نہیں', 'کروں', 'گا', 'عمران', 'مزید', 'پڑھیئے']"
855,0,"['+', 'آسٹریلیا', 'انڈیا', 'اور', 'دوسرے', 'ملکوں', 'میں', 'بیٹھ', 'کر', 'روز', 'کوئی', 'نہ', 'کوئی', 'شوشہ', 'چھوڑ', 'دیتا', 'ہوں', 'اس', 'ملک', 'کو', 'بہت', 'محنت', 'کی', 'ضرورت', 'ہے']"
856,1,"['لاہور', 'ہائی', 'کورٹ', 'نے', 'سماعت', 'کے', 'دوران', 'اے', 'آر', 'واے', 'نیو', 'کے', 'پروگرام', 'کھرا', 'سچ', 'کو', 'پروگرام', 'بند', 'کرنے', 'اور', 'میزبان', 'مبشر', 'لقمان', 'پرپابندی', 'عائد', 'کرنے', 'کا', 'حکم', 'دیا']"
857,0,"['خواجہ', 'صاحب', 'بارش', 'آ', 'گئئساڈے', 'لائق', 'کوئئ', 'ہور', 'حکم']"
858,2,"['فوڈ', 'کے', 'نام', 'پر', 'آملیٹ', 'اور', 'اسکی', 'کیا', 'ترکیب', 'پوچھنی', 'کسی', 'نے']"
859,0,"['جمال', 'و', 'حسن', 'قرآں', 'نور', 'جان', 'ہر', 'مسلماں', 'ہے', 'قمر', 'ہے', 'چاند', 'اوروں', 'کا', 'ہمارا', 'چاند', 'قرآں', 'ہے']"
860,0,"['سب', 'کچھ', 'راؤ', 'نے', 'ہی', 'بتانا', 'ہے', 'تو', 'اپ', 'صرف', 'چسکا', 'لینے', 'ائے', 'تھے']"
861,0,"['نظریہ', 'شخصیات', 'سے', 'بہت', 'بڑا', 'ہو', 'تا', 'ہے', 'کامیابی', 'انشاالہ', 'قریب', 'ہے', 'ہمیں', 'بس', 'ایک', 'دوسرے', 'کی', 'ضرورت', 'ہے', 'جو', 'ایک', 'نظریے', 'پر', 'اکھٹے', 'ہوں', 'متحد', 'ہوں', 'اور', 'ہم', 'ہیں']"
862,0,"['محترم', 'نواز', 'شریف', 'اور', 'نون', 'لیگ', 'سے', 'ایک', 'سادہ', 'سوال']"
863,0,"['چل', 'ٹھیک', 'ہے']"
864,0,"['ایڈا', 'توں', 'مڑیکا', 'دا', 'صدرمیں', 'آپ', 'مصروف', 'ھو', 'نہہ']"
865,1,"['گلی', 'گلی', 'میں', 'شور', 'ہے', 'عمران', 'خان', 'ڈیزل', 'چور', 'ہے', 'چندے', 'سے', 'انقلاب']"
866,0,"['عشق', 'میں', 'خواب', 'کا', 'خیال', 'کسے', 'نہ', 'لگی', 'آنکھ', 'جب', 'سے', 'آنکھ', 'لگی', 'نیند', 'ا', 'رہی', 'ہے']"
867,0,"['جی', 'بلکل', 'کرپش', 'سے', 'انقلاب', 'آتے', 'ہین']"
868,2,"['شش', 'کلمے', 'معہ', 'ترجمہ']"
869,1,"['دوستو', 'تنقید', 'کرنے', 'سے', 'پہلے', 'یہ', 'تو', 'سوچیں', 'کہ', 'اگر', 'دہرنہ', 'ختم', 'ہو', 'گیا', 'ہے', 'تو', 'پہر', 'ان', 'دہرنوں', 'کا', 'اعلان', 'کیوں', 'حقیقت', 'میں', 'دہرنہ']"
870,0,"['کامران', 'شفیع', 'کا', 'کہنا', 'تھا', 'کہ', 'پاکستان', 'میں', 'پانچ', 'لاکھ', 'سے', 'زائد', 'افراد', 'آن', 'لائن', 'کام', 'کرکے', 'پاکستان', 'کے', 'زر', 'مبادلہ', 'میں', 'اضافے', 'کا', 'سبب', 'بن', 'رہے', 'ہیں']"
871,1,"['کابل', 'مسجد', 'میں', 'ریپ', 'کرنے', 'والے', 'امام', 'کو', 'سال', 'قیدکی', 'سزاسنادی', 'گئی', 'روزنامہ', 'اردو', 'پوائنٹ']"
872,0,"['دوسرے', 'اضلاع', 'سے', 'آنے', 'والے', 'ٹریفک', 'وارڈنز', 'اور', 'افسران', 'اپنے', 'وائرلیس', 'سیٹ', 'اور', 'گاڑیاں', 'بھی', 'ساتھ', 'لائیں', 'گے']"
873,0,"['لاہور', 'محرم', 'الحرام', 'کے', 'احترام', 'میں', 'دھرنا', 'ختم', 'کیا', 'گیاجلسوں', 'کا', 'سلسلہ', 'جاری', 'ہےچودھری', 'پرویز', 'الہی']"
874,0,"['سر', 'جی', 'یہ', 'عقل', 'و', 'دانش', 'کا', 'سمندر', 'ھم', 'ڈنمارک', 'یا', 'فرانس', 'کو', 'برآمد', 'کر', 'دیتے', 'ہیں', 'وہ', 'بیچارے', 'بھی', 'اس', 'سے', 'مستفید', 'ہو', 'سکے', 'ڈیموکریسی', 'زندہ', 'باد']"
875,1,"['بنگلہ', 'دیش', 'اپنے', 'ہی', 'کھلاڑی', 'کیخلاف', 'عالمی', 'عدالت', 'میں']"
876,1,"['مریم', 'نواز', 'نے', 'کہا', 'کہ', 'استعفی', 'مانگنے', 'والے', 'اب', 'چندہ', 'مانگ', 'رہے', 'ہیں', 'واقعی', 'اگر', 'عمران', 'نے', 'بھی', 'نواز', 'کی', 'طرح', 'منی', 'لانڈرنگ', 'کی', 'ہوتی', 'تو', 'چندہ', 'نہ', 'مانگ', 'رہا', 'ہوتا']"
877,0,"['موبائل', 'پر', 'کراچی', 'کی', 'فری', 'نیوز', 'حاصل', 'کرنے', 'کے', 'لئے', 'میسج', 'میں', 'ٹائپ', 'کریں', 'اور', 'بھیج', 'دیں', 'پر', 'بغیر', 'کسی', 'چارجز', 'کے']"
878,1,"['نھی', 'ان', 'کو', 'شرم', 'نھی', 'آتی', 'کیونکہ', 'انھوں', 'نے', 'شرم', 'بیچ', 'کھائ', 'ھے']"
879,1,"['کچہ', 'اور', 'چیز', 'ہے', 'شاید', 'تیری', 'مسلمانیتیری', 'نگاہ', 'میں', 'ہے', 'ایک', 'فقیر', 'و', 'رہبانیسکوں', 'پرستی', 'راہب', 'سے', 'فقیر', 'ہے', 'بیزارفقیر', 'کا', 'ہے', 'سفینہ', 'ہمیشہ', 'طوفانی']"
880,0,"['شاباش', 'اچھی', 'تربیت', 'ہے', 'اس', 'طرح', 'کی', 'زبان', 'اپنے', 'گھر', 'بھی', 'استعمال', 'کریں', 'کافی', 'فائدہ', 'ہو', 'گا', 'اگر', 'فائدہ', 'نا', 'ہوا', 'تو', 'افاقہ', 'ضرور', 'ہوگا']"
881,0,"['حضرت', 'عائشہ', 'نے', 'فرمایا', 'اپنی', 'محفلوں', 'کو', 'عمر', 'کے', 'تذکروں', 'سے', 'آباد', 'کرو', 'کیوں', 'کہ', 'جہاں', 'عمر', 'کا', 'ذکر', 'ہوگا', 'وہاں', 'عدل', 'کا', 'ذکر', 'ہوگا']"
882,1,"['پانی', 'سرسے', 'گزرچکاہے', 'فیصلہ', 'تبدیل', 'ہونے', 'کا', 'امکان', 'نہیں', 'فاروق', 'ستار']"
883,0,"['کپتان', 'نے', 'سیاست', 'میں', 'ڈالی', 'نئی', 'روایت']"
884,1,"['ملک', 'میں', 'بحث', 'چل', 'رہی', 'ہے', 'کہ', 'نئے', 'انتظامی', 'یونٹس', 'کا', 'قیام', 'ہو', 'یا', 'نہ', 'ہوجو', 'لوگ', 'اس', 'تقسیم', 'کے', 'خلاف', 'ہیں', 'ان', 'کے', 'پاس', 'کوئی', 'معقول', 'جواز', 'نہیں', 'بس', 'گاالیاں', 'ہیں']"
885,0,"['اداکارہ', 'سدرہ', 'نور', 'بھی', 'رشتہ', 'ازدواج', 'میں', 'منسلک', 'ہوگئیں']"
